"REF_DATE","GEO","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","SCALAR_FACTOR","VALUE"
"2007-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2238
"2007-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2237.2
"2008-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2243.4
"2008-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2237.3
"2008-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2247.7
"2008-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2243.6
"2008-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2249.1
"2008-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2256.4
"2008-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2256.6
"2008-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2257.4
"2008-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2244.6
"2008-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2237.1
"2008-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2227.9
"2008-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2227.6
"2009-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2209
"2009-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2201.3
"2009-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2195.7
"2009-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2197.1
"2009-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2209.2
"2009-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2205
"2009-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2199.5
"2009-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2200.2
"2009-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2211.9
"2009-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2200.7
"2009-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2206.5
"2009-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2200.9
"2010-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2213.2
"2010-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2222.6
"2010-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2220.6
"2010-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2221.1
"2010-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2219.5
"2010-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2221.9
"2010-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2229.1
"2010-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2233.6
"2010-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2225.1
"2010-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2217
"2010-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2235.6
"2010-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2219.8
"2011-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2226.7
"2011-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2220.9
"2011-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2233.2
"2011-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2234.6
"2011-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2218.1
"2011-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2218.7
"2011-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2226.2
"2011-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2227.2
"2011-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2245.4
"2011-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2255.8
"2011-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2255.1
"2011-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2262.8
"2012-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2270.1
"2012-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2274.1
"2012-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2270.9
"2012-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2292.3
"2012-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2288.3
"2012-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2295.5
"2012-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2293.6
"2012-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2308.3
"2012-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2312.9
"2012-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2320.7
"2012-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2319.2
"2012-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2314.6
"2013-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2309.8
"2013-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2329
"2013-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2309.2
"2013-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2317.6
"2013-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2323.7
"2013-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2315.8
"2013-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2325
"2013-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2328.4
"2013-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2327.7
"2013-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2314.9
"2013-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2314.3
"2013-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2330.3
"2014-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2332.2
"2014-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2330.4
"2014-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2342.5
"2014-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2342.1
"2014-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2344.9
"2014-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2346.3
"2014-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2348.8
"2014-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2344.3
"2014-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2354.3
"2014-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2359.7
"2014-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2365.9
"2014-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2376.4
"2015-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2372.2
"2015-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2366.1
"2015-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2377.6
"2015-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2355.6
"2015-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2377.2
"2015-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2387.4
"2015-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2373.5
"2015-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2392
"2015-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2402.7
"2015-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2425.9
"2015-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2430.4
"2015-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2419.4
"2016-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2427.5
"2016-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2435.4
"2016-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2447.4
"2016-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2462.1
"2016-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2456.8
"2016-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2467.3
"2016-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2487.8
"2016-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2488.2
"2016-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2481.3
"2016-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2490.8
"2016-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2475.4
"2016-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2498
"2017-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2522.5
"2017-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2528.4
"2017-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2540.1
"2017-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2551.1
"2017-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2565.2
"2017-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2581.1
"2017-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2573.7
"2017-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2582
"2017-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2559.2
"2017-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2553
"2017-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2582.6
"2017-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2588.5
"2018-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2581.7
"2018-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2582.6
"2018-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2577.8
"2018-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2591.4
"2018-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2573.7
"2018-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2583.2
"2018-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2601.6
"2018-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2615.3
"2018-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2643.9
"2018-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2633
"2018-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2644.5
"2018-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2656.7
"2019-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2666.7
"2019-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2677
"2019-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2670.4
"2019-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2677.1
"2019-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2697.5
"2019-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2691.8
"2019-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2680.8
"2019-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2678.4
"2019-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2659.1
"2019-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2680.5
"2019-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2665.8
"2019-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2668.3
"2020-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2673.3
"2020-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2666.7
"2020-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2493.1
"2020-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2235.7
"2020-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2286.7
"2020-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2411.9
"2020-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2475.9
"2020-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2492.1
"2020-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2562.1
"2020-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2595.1
"2020-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2611.8
"2020-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2613.8
"2021-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2631
"2021-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2646.9
"2021-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2665.3
"2021-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2627.7
"2021-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2631.5
"2021-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2663.2
"2021-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2669.3
"2021-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2678.6
"2021-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2685.9
"2021-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2685.1
"2021-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2703.7
"2021-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2696.8
"2022-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2709.9
"2022-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2742.1
"2022-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2736.9
"2022-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2744.3
"2022-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2753
"2022-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2748.5
"2022-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2753.8
"2022-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2746.5
"2022-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2766
"2022-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2759.8
"2022-11","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2755.1
"2022-12","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2763
"2023-01","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2770.7
"2023-02","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2777.4
"2023-03","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2777.3
"2023-04","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2779.4
"2023-05","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2780.8
"2023-06","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2778.2
"2023-07","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2776.6
"2023-08","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2788.6
"2023-09","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2814.3
"2023-10","British Columbia","Total employed, all industries","Estimate","Seasonally adjusted","Persons","thousands",2810.3
